Sentence,Sentiment,text_length,pred_label,confidence,pos_score,neg_score,neu_score,sentiment_score
"As a result , the company has decided it will implement fixed-term temporary lay-offs .",negative,15,negative,0.9700096845626831,0.008393540978431702,0.9700096845626831,0.02159671112895012,-0.9616161435842514
`` Those uncertainties cloud the long-term outlook . '',negative,9,negative,0.9132157564163208,0.0240410715341568,0.9132157564163208,0.06274326890707016,-0.889174684882164
Elcoteq expects its net sales for the last quarter of 2010 to be on the level of the third quarter .,neutral,21,positive,0.7724126577377319,0.7724126577377319,0.01655769906938076,0.21102958917617798,0.7558549586683512
"The company 's annual loss amounted to EEK 18mn , compared to a profit of EEK 7.3 mn in 2008 .",negative,21,negative,0.9712120294570923,0.019000805914402008,0.9712120294570923,0.00978714507073164,-0.9522112235426903
The mill is concentrating on getting the supercalendered line running satisfactorily before restarting its older newsprint line .,neutral,18,neutral,0.834405243396759,0.14553914964199066,0.020055662840604782,0.834405243396759,0.12548348680138588
Aktia forecasts Finland 's inflation at 1.1 % in 2010 .,neutral,11,neutral,0.7254142761230469,0.2183711677789688,0.056214574724435806,0.7254142761230469,0.162156593054533
KONE is listed on the Nordic Exchange in Helsinki .,neutral,10,neutral,0.951561450958252,0.025184739381074905,0.023253818973898888,0.951561450958252,0.0019309204071760178
Finnish fibre-based materials maker Ahlstrom Corp ( HEL : AHL1V ) said today it decided to close down its spunlace composite production line number 23 at Chirnside plant in the UK by the end of March 2011 .,neutral,38,negative,0.8961937427520752,0.008411400951445103,0.8961937427520752,0.09539490938186646,-0.8877823418006301
Subject-matter of the invention furthermore is the use of the cyclone for separating partly molten particles . '',neutral,18,neutral,0.9269665479660034,0.05901499092578888,0.014018449932336807,0.9269665479660034,0.04499654099345207
Rautaruukki said construction group YIT has awarded it a 2.5 mln eur contract to supply the steel structures for a new bridge spanning the Kemijoki river in Northern Finland .,positive,30,positive,0.9464569687843323,0.9464569687843323,0.016916193068027496,0.03662681207060814,0.9295407757163048
Long $TSLA short $MBLY https://t.co/jSpUSzo6na,positive,5,neutral,0.9093113541603088,0.02123740129172802,0.06945125013589859,0.9093113541603088,-0.04821384884417057
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral,30,neutral,0.7526084780693054,0.23956957459449768,0.00782193522900343,0.7526084780693054,0.23174763936549425
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",negative,29,negative,0.9765326976776123,0.008980557322502136,0.9765326976776123,0.01448675524443388,-0.9675521403551102
Castecka said the town hall would hold talks with other investors interested in the zone .,neutral,16,neutral,0.8152301907539368,0.17454521358013153,0.010224550031125546,0.8152301907539368,0.16432066354900599
"The technology will become available to businesses from the fourth quarter , Nokia said .",neutral,15,positive,0.5041372179985046,0.5041372179985046,0.007449349854141474,0.48841342329978943,0.49668786814436316
"London open: Taylor Wimpey and Ashtead drive markets higher, Barclays falls",positive,11,positive,0.7742505073547363,0.7742505073547363,0.02350470796227455,0.2022448182106018,0.7507457993924618
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,positive,7,neutral,0.911596953868866,0.04601361230015755,0.04238943010568619,0.911596953868866,0.0036241821944713593
"The study was not designed to enable formal statistical evaluation of therapeutic activity , the company said .",neutral,18,neutral,0.9257923364639282,0.03775420039892197,0.036453455686569214,0.9257923364639282,0.0013007447123527527
"Upon completion of these transactions , Metso 's stake will amount to more than 60 % .",neutral,17,neutral,0.8952754139900208,0.09619591385126114,0.008528687059879303,0.8952754139900208,0.08766722679138184
"Mika Stahlberg , VP F-Secure Labs , said , `` We are excited and proud that F-Secure has been recognized by AV-Comparatives as the Product of the Year .",positive,29,positive,0.9413323402404785,0.9413323402404785,0.016589932143688202,0.0420776903629303,0.9247424080967903
"MADISON , Wis. , Feb. 6 - PRNewswire - -- Fiskars announces that the United States Patent and Trademark Office has granted a trademark registration for the color orange on its iconic scissor handles .",positive,35,positive,0.7687581777572632,0.7687581777572632,0.023216845467686653,0.20802494883537292,0.7455413322895765
Both companies ' existing investment plans will be coordinated .,neutral,10,positive,0.6170777678489685,0.6170777678489685,0.009151125326752663,0.37377116084098816,0.6079266425222158
#NDX component Tesla has announced it is recalling 2700 Model X SUVs. $TSLA,negative,13,neutral,0.5867741107940674,0.04776519536972046,0.36546069383621216,0.5867741107940674,-0.3176954984664917
Finnish messaging solutions developer Tecnomen Corporation ( OMX Helsinki : TEM1V ) said on Thursday ( 11 December ) that it has received an expansion order for its Convergent Charging solution in Latin America .,positive,35,positive,0.9490973949432373,0.9490973949432373,0.018631108105182648,0.03227150812745094,0.9304662868380547
Operating profit improved by 39.9 % to EUR 18.0 mn from EUR12 .8 mn .,positive,15,positive,0.9552611112594604,0.9552611112594604,0.025947650894522667,0.018791280686855316,0.9293134603649378
The value of the contract is about EUR 27mn .,neutral,10,neutral,0.9464236497879028,0.034999921917915344,0.018576378002762794,0.9464236497879028,0.01642354391515255
The parties have therefore agreed to leave Avena out of the deal .,neutral,13,neutral,0.8424384593963623,0.057397693395614624,0.1001637876033783,0.8424384593963623,-0.04276609420776367
"The company has also supplied more than 200 MW of power generating equipment for a number of projects in Papua New Guinea , including 12 engines of the Wartsila 32 type to Lihir Gold .",neutral,35,neutral,0.8450836539268494,0.1460713893175125,0.008844953961670399,0.8450836539268494,0.1372264353558421
"In addition to fireplace exports , demand for lining stone has exceeded the level of the earlier part of the year and will continue to be clearly brisker for the remainder of the year .",positive,35,positive,0.9488916397094727,0.9488916397094727,0.02849050983786583,0.02261786162853241,0.9204011298716068
Companies Thetrainline.com announces arrival of London IPO,positive,7,neutral,0.9355217218399048,0.032931603491306305,0.03154667839407921,0.9355217218399048,0.0013849250972270966
"A Flurry Analytics spokesperson said that , as it was only measuring Windows Phone 7 data for some weeks , the firm double-checked the data to make sure the 66 per cent rise was not an aberration .",neutral,38,neutral,0.7460728883743286,0.09176736325025558,0.1621597707271576,0.7460728883743286,-0.07039240747690201
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,neutral,25,neutral,0.9224964380264282,0.0640239492058754,0.013479557819664478,0.9224964380264282,0.05054439138621092
Swedbank 's shares have been hardest hit of the Swedish banks by the ongoing international financial crisis .,neutral,18,negative,0.9696568250656128,0.009599643759429455,0.9696568250656128,0.02074349857866764,-0.9600571813061833
"Growth was strongest in F-Secure 's operator ISPs , mobile operators and cable operators business .",positive,16,positive,0.9531919956207275,0.9531919956207275,0.011112969368696213,0.035695016384124756,0.9420790262520313
"Talvik says the relocation of application programs on servers will continue , while HP servers were approved because of HP supplying a tailor-made solution to Elisa .",neutral,27,positive,0.5290111899375916,0.5290111899375916,0.013065274804830551,0.4579235017299652,0.515945915132761
Gunneflo will be responsible of Oriola-KD 's Pharmaceutical Trade business in Sweden .,neutral,13,neutral,0.9479165077209473,0.03827499970793724,0.01380850188434124,0.9479165077209473,0.024466497823596
"Samsung currently occupies third place and lost ground during the quarter , dropping by 1.8 % to an 11.1 % share overall .",negative,23,negative,0.975635290145874,0.0066796098835766315,0.975635290145874,0.017685024067759514,-0.9689556802622974
"Last week , the Finnish metals and technology group announced plans to sell more than 80 percent of its technology unit to further the company 's strategic goal of becoming the world 's largest stainless steel maker .",positive,38,positive,0.7915512323379517,0.7915512323379517,0.008247208781540394,0.20020155608654022,0.7833040235564113
"In the second quarter of 2010 , the group 's net profit rose to EUR 3.1 million from EUR 2.5 million in April-June 2009 .",positive,25,positive,0.9493649005889893,0.9493649005889893,0.027332644909620285,0.023302478715777397,0.922032255679369
Travel expenses would be reimbursed in accordance with the travel policy of the company .,neutral,15,neutral,0.9405798316001892,0.04543622210621834,0.013983970507979393,0.9405798316001892,0.031452251598238945
"Pretax profit totalled EUR 80.8 mn , compared to a loss of EUR 13.1 mn in the corresponding period in 2009 .",positive,22,positive,0.8930089473724365,0.8930089473724365,0.0890377014875412,0.017953431233763695,0.8039712458848953
11 August 2010 - Finnish measuring equipment maker Vaisala Oyj HEL : VAIAS said today that its net loss widened to EUR4 .8 m in the first half of 2010 from EUR2 .3 m in the corresponding period a year earlier .,neutral,42,positive,0.9377529621124268,0.9377529621124268,0.036806099116802216,0.025440894067287445,0.9009468629956245
Supreme Court Upholds $236 Million Jury Award Against ExxonMobil,negative,9,negative,0.7944098114967346,0.07862310111522675,0.7944098114967346,0.12696707248687744,-0.7157867103815079
"Of the price , Kesko 's share is 10 mln euro $ 15.5 mln and it will recognize a gain of 4.0 mln euro $ 6.2 mln on the disposal which will be included in the result for the second quarter of 2008 .",positive,44,positive,0.6535102725028992,0.6535102725028992,0.009268568828701973,0.3372211754322052,0.6442417036741972
The purchase sum is about EUR 10mn US$ 12.97 mn .,neutral,11,neutral,0.9441726803779602,0.039187490940093994,0.016639791429042816,0.9441726803779602,0.022547699511051178
The purpose of this action is to ensure company 's cost effectiveness this year and in the near future .,positive,20,positive,0.6949630975723267,0.6949630975723267,0.008495802991092205,0.2965410649776459,0.6864672945812345
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",neutral,17,negative,0.9719225168228149,0.018022267147898674,0.9719225168228149,0.01005516853183508,-0.9539002496749163
Long $PCLN,positive,2,neutral,0.8836869597434998,0.046400804072618484,0.06991218775510788,0.8836869597434998,-0.023511383682489395
"The company expects its net sales for the whole of 2007 to be EUR 950mn-1 ,000 mn .",neutral,18,neutral,0.8588745594024658,0.13025128841400146,0.010874195024371147,0.8588745594024658,0.11937709338963032
Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,positive,13,neutral,0.8843612670898438,0.08805547654628754,0.027583260089159012,0.8843612670898438,0.060472216457128525
"Purchase it for the 12MP snapper , if nothing else .",neutral,11,neutral,0.9277523756027222,0.0499458983540535,0.022301752120256424,0.9277523756027222,0.027644146233797073
Upon completion of the deal Panostaja will establish a new business area within the group to focus on heat treatment of metals .,neutral,23,neutral,0.8137733340263367,0.17907018959522247,0.0071564931422472,0.8137733340263367,0.17191369645297527
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,positive,10,neutral,0.9322613477706909,0.053380873054265976,0.014357718639075756,0.9322613477706909,0.03902315441519022
M. and a Master of Business Administration MBA .,neutral,9,neutral,0.8551404476165771,0.11172812432050705,0.03313147649168968,0.8551404476165771,0.07859664782881737
"RT @joemccann the correleation between the dollar index and $SPY is simply amazing. $DX finds support, $SPY retreats like clockwork",negative,20,neutral,0.7577546834945679,0.2105356603860855,0.031709685921669006,0.7577546834945679,0.1788259744644165
Profit after taxes totaled EUR 12.1 mn .,neutral,8,neutral,0.9135563373565674,0.04523029178380966,0.04121331125497818,0.9135563373565674,0.004016980528831482
"Operating loss totalled EUR 4.0 mn , compared to a profit of EUR 8.6 mn in the second quarter of 2008 .",negative,22,negative,0.9772700071334839,0.013391956686973572,0.9772700071334839,0.009337976574897766,-0.9638780504465103
"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .",negative,45,negative,0.9756126999855042,0.010045143775641918,0.9756126999855042,0.014342115260660648,-0.9655675562098622
Whitbread buys 49% stake in Pure food chain,positive,8,neutral,0.9256934523582458,0.059283867478370667,0.01502269972115755,0.9256934523582458,0.044261167757213116
` By separating side businesses we will be able to faster expand and develop Tapro retail network .,positive,18,positive,0.8457893133163452,0.8457893133163452,0.006481880322098732,0.14772871136665344,0.8393074329942465
"Sudden optimism about iPhone sales (i.e., not as bad as expected) gives Apple $AAPL a lift.  https://t.co/oKTCw4YiB5",positive,17,positive,0.9300937652587891,0.9300937652587891,0.040275365114212036,0.029630739241838455,0.889818400144577
"According to the company , in addition to normal seasonal fluctuation the market situation has weakened during autumn 2008 .",neutral,20,negative,0.9570589065551758,0.022758852690458298,0.9570589065551758,0.020182210952043533,-0.9343000538647175
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,negative,17,negative,0.9712603688240051,0.007799623534083366,0.9712603688240051,0.020939990878105164,-0.9634607452899218
"Operating loss totalled EUR 12.7 mn , compared to a profit of EUR 17.7 mn in the first half of 2008 .",negative,22,negative,0.9767246842384338,0.013887305743992329,0.9767246842384338,0.00938806775957346,-0.9628373784944415
"According to Scanfil , demand for telecommunications network products has fluctuated significantly in the third quarter of 2006 , and the situation is expected to remain unstable for the rest of the year .",negative,34,negative,0.9611817598342896,0.014547977596521378,0.9611817598342896,0.024270296096801758,-0.9466337822377682
The stock was hit by the profit warning of Finnish rival Rautaruukki Oyj ( OMX : RTRKS ) .,negative,19,negative,0.9716413021087646,0.008790852501988411,0.9716413021087646,0.01956789568066597,-0.9628504496067762
"Net sales of Finnish Sanoma Learning & Literature , of Finnish media group Sanoma , decreased by 3.6 % in January-June 2009 totalling EUR 162.8 mn , down from EUR 168.8 mn in the corresponding period in 2008 .",negative,39,negative,0.9763309359550476,0.008049074560403824,0.9763309359550476,0.015620102174580097,-0.9682818613946438
"Arto Ryymin , born 1964 , will replace Juhani Kaisanlahti who has worked as acting EVP , Healthcare & Welfare since August 2007 .",neutral,24,neutral,0.8307617902755737,0.026273127645254135,0.14296504855155945,0.8307617902755737,-0.11669192090630531
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",positive,23,positive,0.9557971358299255,0.9557971358299255,0.02424929477274418,0.01995355822145939,0.9315478410571814
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,positive,22,positive,0.6627200245857239,0.6627200245857239,0.00936365220695734,0.3279162645339966,0.6533563723787665
The acquisition will considerably increase Kemira 's sales and market position in the Russian metal industry coatings market .,positive,19,positive,0.9518874287605286,0.9518874287605286,0.012941382825374603,0.03517123684287071,0.938946045935154
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral,21,neutral,0.9176035523414612,0.07265719026327133,0.009739217348396778,0.9176035523414612,0.06291797291487455
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,30,positive,0.9478088617324829,0.9478088617324829,0.027737930417060852,0.02445325441658497,0.9200709313154221
`` The lowering of prices by us and by our competitors shows that the real estate market has stabilised and returned into balance and apartments are acquiring a fair price in the eyes of our clients .,positive,37,positive,0.951406717300415,0.951406717300415,0.017538130283355713,0.031055139377713203,0.9338685870170593
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,32,positive,0.9527982473373413,0.9527982473373413,0.026514509692788124,0.020687242969870567,0.9262837376445532
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",neutral,19,neutral,0.9301643371582031,0.049910739064216614,0.019924940541386604,0.9301643371582031,0.02998579852283001
"According to Finnair Technical Services , the measure is above all due to the employment situation .",neutral,17,positive,0.4973178207874298,0.4973178207874298,0.3691226541996002,0.13355956971645355,0.1281951665878296
This would be a huge process .,neutral,7,neutral,0.6630711555480957,0.028416039422154427,0.308512806892395,0.6630711555480957,-0.2800967674702406
$GPRO down 25% since Tue morning.,negative,6,negative,0.9684973955154419,0.011788775213062763,0.9684973955154419,0.019713839516043663,-0.9567086203023791
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",positive,36,positive,0.9500885009765625,0.9500885009765625,0.01986929215490818,0.030042152851819992,0.9302192088216543
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,negative,13,negative,0.9759230613708496,0.008006594143807888,0.9759230613708496,0.016070343554019928,-0.9679164672270417
"The Costanza light , with an aluminum base and washable shade , comes in white , pistachio , orange , blue and red .",neutral,24,neutral,0.9265879988670349,0.058808233588933945,0.014603734016418457,0.9265879988670349,0.04420449957251549
The solution will be installed in the USA to support the North American operations of the customer .,neutral,18,positive,0.5018225908279419,0.5018225908279419,0.006874736398458481,0.4913026988506317,0.4949478544294834
LSC 's 30 employees will move to Ixonos with their existing status and benefits .,neutral,15,neutral,0.9367952346801758,0.0455586314201355,0.0176460612565279,0.9367952346801758,0.027912570163607597
Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,neutral,23,neutral,0.9401365518569946,0.04631337150931358,0.01355009339749813,0.9401365518569946,0.03276327811181545
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,neutral,30,negative,0.976409912109375,0.0074791861698031425,0.976409912109375,0.01611093059182167,-0.9689307259395719
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,positive,8,positive,0.933032214641571,0.933032214641571,0.0436030738055706,0.02336474135518074,0.8894291408360004
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group .,positive,29,positive,0.9413021206855774,0.9413021206855774,0.014477509073913097,0.04422036185860634,0.9268246116116643
"Metso Oyj said it has sold its spreader roll manufacturing business and related assets in the town of Nokia , southern Finland , to a group of Finnish investors , who will operate the business under the name of Finbow Oy .",neutral,42,neutral,0.9353474974632263,0.05091444030404091,0.013738060370087624,0.9353474974632263,0.037176379933953285
The combined value of the orders is EUR 45mn .,neutral,10,neutral,0.9453880786895752,0.039348602294921875,0.015263327397406101,0.9453880786895752,0.024085274897515774
Tekla Group 's net sales for 2006 were approximately 50 million euros and operating result 13.6 million euros .,neutral,19,neutral,0.946766197681427,0.03238846734166145,0.02084527164697647,0.946766197681427,0.011543195694684982
"Kai Tulonen , Chief Technology Officer , SysOpen Digia says : `` We have been using Corporate Phonebook inside SysOpen Digia extensively since last fall , and we have been very satisfied with the results .",positive,36,positive,0.9344913363456726,0.9344913363456726,0.013339390978217125,0.052169278264045715,0.9211519453674555
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",neutral,49,neutral,0.9301583766937256,0.056936200708150864,0.012905486859381199,0.9301583766937256,0.044030713848769665
Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,negative,18,negative,0.9755257368087769,0.0070948973298072815,0.9755257368087769,0.01737949810922146,-0.9684308394789696
"As of July 2 , 2007 , the market cap segments will be updated according to the average price in May 2007 .",neutral,23,neutral,0.9472053647041321,0.021422626450657845,0.03137199953198433,0.9472053647041321,-0.009949373081326485
@REC_Zakaria Monday Bulls Are Out! Stock Ticker- Michael James Ent. Other picks $SBUX $GVP $NKE,positive,15,neutral,0.9103795886039734,0.06122637540102005,0.028394054621458054,0.9103795886039734,0.032832320779561996
The Group aims to increase its net sales and comparable operating profit in 2006 .,positive,15,positive,0.9555516242980957,0.9555516242980957,0.014486802741885185,0.029961571097373962,0.9410648215562105
"Cencorp 's net sales in the first quarter is estimated to be EUR0.9-1 .2 m , as compared to EUR4 .5 m in the first quarter 2008 .",negative,28,negative,0.5230317711830139,0.44815492630004883,0.5230317711830139,0.02881331741809845,-0.07487684488296509
A paper mill in the central Maine town of Madison soon will have a new owner .,neutral,17,neutral,0.9051610231399536,0.08547145128250122,0.009367465041577816,0.9051610231399536,0.0761039862409234
"The offer of some 30 million shares aimed to raise more than  x20ac 500 million US$ 640 million , was expected to be completed by Oct. 9 , Outokumpu said .",neutral,31,neutral,0.8011473417282104,0.1903887838125229,0.008463907986879349,0.8011473417282104,0.18192487582564354
Efore 's results for the last quarter showed an even faster improvement as the company managed to better source its components .,positive,22,positive,0.957239031791687,0.957239031791687,0.014943628571927547,0.02781732752919197,0.9422954032197595
"The company designs , manufactures and markets high-quality clothing , interior decoration textiles , bags and other accessories .",neutral,19,neutral,0.9352044463157654,0.05002269148826599,0.014772886410355568,0.9352044463157654,0.03524980507791042
"CDP was established on the initiative of institutional investors ; however , the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",neutral,32,neutral,0.7437875270843506,0.24923594295978546,0.006976609583944082,0.7437875270843506,0.24225933337584138
"In accordance with our strategy , we strengthened our local presence by establishing a representative office in South Africa in October .",positive,22,positive,0.9359869360923767,0.9359869360923767,0.009358453564345837,0.054654642939567566,0.9266284825280309
"Casinos red before the bell: $LVS -0.75%, $WYNN -0.47%, $WYNN -0.47% > unusual comibinations of what's running, what's red before the bell",negative,22,neutral,0.9259701371192932,0.03605086728930473,0.037978991866111755,0.9259701371192932,-0.001928124576807022
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,25,positive,0.9525002837181091,0.9525002837181091,0.025698259472846985,0.021801507100462914,0.9268020242452621
"In accordance with the terms and conditions of Alma Media 's 2006 option program , the share subscription price for the 2006A option rights was EUR 4.88 per share and the book countervalue EUR 0.60 per share .",neutral,38,neutral,0.9492589235305786,0.026319298893213272,0.024421731010079384,0.9492589235305786,0.0018975678831338882
The company will make its marketing and sales investments initiated in 2009 even more efficient in 2010 .,positive,18,positive,0.8406134843826294,0.8406134843826294,0.0073668332770466805,0.1520196497440338,0.8332466511055827
"EBIT totalled EUR 14.4 mn , compared to a loss of EUR 0.3 mn in the corresponding period in 2009 .",positive,21,positive,0.9020430445671082,0.9020430445671082,0.08012808859348297,0.01782890222966671,0.8219149559736252
Orion 's net profit for the third quarter of 2007 decreased to 36.5 mln euro ( $ 52.1 mln ) from 40.3 mln euro ( $ 57.5 mln ) a year earlier .,negative,33,negative,0.9756894111633301,0.008706602267920971,0.9756894111633301,0.015603920444846153,-0.9669828088954091
"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .",neutral,26,negative,0.9715253114700317,0.0071298470720648766,0.9715253114700317,0.021344907581806183,-0.9643954643979669
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",positive,30,positive,0.7135431170463562,0.7135431170463562,0.008845722302794456,0.27761110663414,0.7046973947435617
"At the same time profit of the company increased by 10 % in H1 and reached Ls 79,000 .",positive,19,positive,0.9566065073013306,0.9566065073013306,0.0144666051492095,0.028926823288202286,0.9421399021521211
"The mill will have capacity to produce 500,000 tonnes of pulp per year .",neutral,14,neutral,0.8416661024093628,0.1505749672651291,0.007758968509733677,0.8416661024093628,0.1428159987553954
"Operating profit totalled EUR 7.0 mn , up from a loss of EUR 4.0 mn in the second quarter of 2009 .",positive,22,positive,0.9554136991500854,0.9554136991500854,0.0246917475014925,0.019894413650035858,0.930721951648593
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",negative,15,neutral,0.8792009353637695,0.08783336728811264,0.03296573460102081,0.8792009353637695,0.05486763268709183
"SysOpen Digia Plc , Press release , 7 February 2006 IBM Finland has rewarded its most distinguished partner companies for 2005 .",positive,22,positive,0.9381130933761597,0.9381130933761597,0.01576291210949421,0.04612402245402336,0.9223501812666655
Diluted earnings per share ( EPS ) rose to EUR 0.29 from EUR 0.05 .,positive,15,positive,0.954177737236023,0.954177737236023,0.02428746037185192,0.021534834057092667,0.929890276864171
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,negative,19,neutral,0.8449305295944214,0.05806489661335945,0.09700459241867065,0.8449305295944214,-0.0389396958053112
The share subscription period will expire on 30 September 2007 .,neutral,11,neutral,0.9452803730964661,0.018189426511526108,0.03653017804026604,0.9452803730964661,-0.01834075152873993
$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,positive,13,positive,0.6356661915779114,0.6356661915779114,0.13398094475269318,0.23035283386707306,0.5016852468252182
Severn Trent share price rises as first half profit inches up as customer ...,positive,14,positive,0.9420557618141174,0.9420557618141174,0.034332338720560074,0.023611942306160927,0.9077234230935574
Name of Company in which holdings have been acquired : Citycon Oyj 2 .,neutral,14,neutral,0.951845645904541,0.027343960478901863,0.020810415968298912,0.951845645904541,0.006533544510602951
"Aldata Solution Oyj Thomas Hoyer CFO More information : Aldata Solution Oyj , Thomas Hoyer , CFO , tel. +358 45 670 0491 Aldata in brief Aldata Solution is one of the global leaders in supply chain software for retail , wholesale and logistics companies .",neutral,46,neutral,0.5093604922294617,0.482854425907135,0.0077850958332419395,0.5093604922294617,0.47506933007389307
easyJet leads Britain's FTSE lower as global bond rout resumes,negative,10,negative,0.9460927248001099,0.015358541160821915,0.9460927248001099,0.03854862600564957,-0.930734183639288
Production is scheduled to start by the end of April 2007 .,neutral,12,neutral,0.9206541776657104,0.06722534447908401,0.012120486237108707,0.9206541776657104,0.05510485824197531
"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .",neutral,22,negative,0.949266791343689,0.012312895618379116,0.949266791343689,0.03842037171125412,-0.9369538957253098
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",positive,35,positive,0.6864566206932068,0.6864566206932068,0.007544185500591993,0.30599918961524963,0.6789124351926148
"`` Every partner will be allowed to buy a quantity of electricity corresponding to their share in the consortium , at production cost , '' a letter of intent said .",neutral,31,neutral,0.9268149733543396,0.06048547849059105,0.012699495069682598,0.9268149733543396,0.04778598342090845
"The Board established a Remuneration Committee with following members : - Sari Baldauf Chairman - Tapio Hintikka - Heikki Westerlund In addition , the Board decided to appoint a Nomination Committee at a later stage .",neutral,36,neutral,0.944669246673584,0.03366981819272041,0.021660946309566498,0.944669246673584,0.012008871883153915
"The method utilises waterborne Ultra products , giving protection to wooden surfaces in an industrial painting process whereby two layers of top coat are applied on exterior wooden panels and boards without a separate primer .",neutral,36,neutral,0.9144255518913269,0.07237672805786133,0.013197716325521469,0.9144255518913269,0.05917901173233986
Berkshire seeks to boost its Wells Fargo stake above 10 percent,positive,11,positive,0.9346039891242981,0.9346039891242981,0.010346001014113426,0.0550500750541687,0.9242579881101847
"The agreement will provide The Switch with double the converter capacity , whilst opening up further manufacturing locations in China .",positive,21,positive,0.930830717086792,0.930830717086792,0.009703470394015312,0.05946586653590202,0.9211272466927767
"Due to Pirkka beer , Olvi 's brewery in Iisalmi is moving to 7-day , 24-hour work shifts .",neutral,19,neutral,0.662268340587616,0.05388040468096733,0.2838512361049652,0.662268340587616,-0.22997083142399788
"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights .",neutral,28,neutral,0.9437640309333801,0.043177708983421326,0.01305823028087616,0.9437640309333801,0.030119478702545166
"The huge bridge girders will be delivered to the site from our plant in Ylivieska , Finland .",neutral,18,neutral,0.8418103456497192,0.14910106360912323,0.009088591672480106,0.8418103456497192,0.14001247193664312
"Von Koskull will oversee a new unit of Nordea , which brings together corporate merchant banking , financial institutions and capital markets products divisions .",neutral,25,neutral,0.9314311742782593,0.05804085358977318,0.010527999140322208,0.9314311742782593,0.04751285444945097
"Thanks to the multiplying effect of wagon performance , transport will be much more efficient , '' says development manager Juha Malkia from VR Cargo .",positive,26,positive,0.9050748348236084,0.9050748348236084,0.009034349583089352,0.08589084446430206,0.896040485240519
